Agency,Mode/Type of Service Status,UZA Name,Mode,TOS,Year,UPT,VRM,Organization Type,city,state,UZA SQ Miles,UZA Population,Service Area Population,Service Area SQ Miles,Avg Trip Length FY,Fares FY,Operating Expenses FY,Avg Cost Per Trip FY,Avg Fares Per Trip FY,rank,score,tci,jobs,trips/week,routes,transit shed (mi2),%transit,population
Denver Regional Transportation District,Active,"Denver--Aurora, CO",CR,DO,2021,763113,691630,Independent Public Agency or Authority of Transit Service,Denver,CO,644.54,2686147,3098079,2342,9.55789809768227,827500.0,31569162.0,27.3896636630071,0.717945781428673,279,7.3,1.7,232676,2264,8,42,0.062,710800
Denver Regional Transportation District,Active,"Denver--Aurora, CO",CR,PT,2021,5822309,4930201,Independent Public Agency or Authority of Transit Service,Denver,CO,644.54,2686147,3098079,2342,12.8749520077429,15844006.0,80179841.0,10.7976472717572,2.13367831646865,279,7.3,1.7,232676,2264,8,42,0.062,710800
Denver Regional Transportation District,Active,"Denver--Aurora, CO",LR,DO,2021,10016239,9585582,Independent Public Agency or Authority of Transit Service,Denver,CO,644.54,2686147,3098079,2342,6.34760577371531,11981942.0,161388757.0,12.6675213522257,0.940471374509256,279,7.3,1.7,232676,2264,8,42,0.062,710800
San Francisco Bay Area Rapid Transit District,Active,"San Francisco--Oakland, CA",HR,DO,2021,26106798,62415418,Independent Public Agency or Authority of Transit Service,Oakland,CA,513.8,3515933,867725,80,13.6762402840493,181243024.0,754188006.0,15.3779959277636,3.69556988818987,148,7.9,3.4,349171,4379,15,41,0.208,437832
San Francisco Bay Area Rapid Transit District,Active,"San Francisco--Oakland, CA",MG,PT,2021,260116,238207,Independent Public Agency or Authority of Transit Service,Oakland,CA,513.8,3515933,867725,80,3.05493193634857,2878424.0,8377661.0,18.3171923579803,6.29348049483346,148,7.9,3.4,349171,4379,15,41,0.208,437832
San Francisco Bay Area Rapid Transit District,Active,"San Francisco--Oakland, CA",YR,DO,2021,822875,1006326,Independent Public Agency or Authority of Transit Service,Oakland,CA,513.8,3515933,867725,80,7.27209400228216,3684950.0,19617059.0,15.523337558973,2.91596832827681,148,7.9,3.4,349171,4379,15,41,0.208,437832
Santa Clara Valley Transportation Authority,Active,"San Jose, CA",LR,DO,2021,1802099,1947532,Independent Public Agency or Authority of Transit Service,San Jose,CA,285.48,1837446,1894783,346,5.35019469324392,4617615.0,122428199.0,29.5163682881098,1.1132666008809,348,7.0,1.5,150209,2424,6,33,0.037,982926
City and County of San Francisco,Active,"San Francisco--Oakland, CA",CC,DO,2021,861664,70292,"City, County or Local Government Unit or Department of Transportation",San Francisco,CA,513.8,3515933,831703,49,1.32572787583782,18813552.0,74057382.0,25.3058289865522,6.42869781086248,3,9.3,7.4,596446,9616,20,35,0.312,851036
City and County of San Francisco,Active,"San Francisco--Oakland, CA",LR,DO,2021,9646151,2839144,"City, County or Local Government Unit or Department of Transportation",San Francisco,CA,513.8,3515933,831703,49,2.42455055149388,11056697.0,215714649.0,9.26557178268749,0.474917304911107,3,9.3,7.4,596446,9616,20,35,0.312,851036
City and County of San Francisco,Active,"San Francisco--Oakland, CA",SR,DO,2021,1305540,141370,"City, County or Local Government Unit or Department of Transportation",San Francisco,CA,513.8,3515933,831703,49,1.41764249345693,1612354.0,30162729.0,9.61777552306272,0.514119887352111,3,9.3,7.4,596446,9616,20,35,0.312,851036
Sacramento Regional Transit District,Active,"Sacramento, CA",LR,DO,2021,4056636,3613335,Independent Public Agency or Authority of Transit Service,Sacramento,CA,467.58,1946618,1360100,291,5.70958667430939,6792973.0,83048077.0,13.5237190844369,1.10618164704963,643,6.0,1.7,131535,1135,9,26,0.027,516615
San Diego Metropolitan Transit System,Active,"San Diego, CA",LR,DO,2021,23485720,10382396,Independent Public Agency or Authority of Transit Service,San Diego,CA,674.72,3070300,2269953,902,6.8940436414761,26664181.0,130286437.0,3.61431286507528,0.739698579868262,625,6.1,1.2,109389,1941,5,20,0.037,1384593
North County Transit District,Inactive,"San Diego, CA",CR,PT,2021,373675,1195988,Independent Public Agency or Authority of Transit Service,Oceanside,CA,674.72,3070300,1043734,340,26.4501051988362,2392723.0,33213554.0,57.6572149736482,4.15365800309694,567,6.2,0.9,39508,992,5,24,0.024,173925
North County Transit District,Inactive,"San Diego, CA",YR,PT,2021,1245078,810255,Independent Public Agency or Authority of Transit Service,Oceanside,CA,674.72,3070300,1043734,340,7.43348068871029,1145208.0,28132125.0,21.6169992216009,0.879988996372338,567,6.2,0.9,39508,992,5,24,0.024,173925
City of Tucson,Active,"Tucson, AZ",SR,PT,2021,896950,200578,"City, County or Local Government Unit or Department of Transportation",Tucson,AZ,357.35,875441,788356,335,0.830472678370809,332474.0,4783172.0,2.86905568095185,0.19942548971034,774,5.6,0.9,80693,1324,5,32,0.027,537263
Peninsula Corridor Joint Powers Board,Active,"San Francisco--Oakland, CA",CR,PT,2021,2660477,5960792,Independent Public Agency or Authority of Transit Service,San Carlos,CA,513.8,3515933,3632769,425,19.011853625924,43330092.0,172893335.0,24.6563712009328,6.1793176268048,670,5.9,1.2,144392,837,5,28,0.051,28846
Southern California Regional Rail Authority,Active,"Los Angeles--Long Beach--Anaheim, CA",CR,PT,2021,2922403,10582629,Independent Public Agency or Authority of Transit Service,Los Angeles,CA,1636.83,12237376,8341002,2291,41.6864152547224,34327384.0,278333004.0,75.1559927029295,9.26914373911137,195,7.7,2.3,424333,4140,10,52,0.085,3880512
Los Angeles County Metropolitan Transportation Authority,Active,"Los Angeles--Long Beach--Anaheim, CA",HR,DO,2021,21398104,6011706,Independent Public Agency or Authority of Transit Service,Los Angeles,CA,1636.83,12237376,10347626,4629,4.97752212860611,11040864.0,192351180.0,7.16259817326008,0.411129644838223,195,7.7,2.3,424333,4140,10,52,0.085,3880512
Los Angeles County Metropolitan Transportation Authority,Active,"Los Angeles--Long Beach--Anaheim, CA",LR,DO,2021,26468779,12774353,Independent Public Agency or Authority of Transit Service,Los Angeles,CA,1636.83,12237376,10347626,4629,6.57141451138444,13161651.0,497457985.0,13.5962145433731,0.35972611986719,195,7.7,2.3,424333,4140,10,52,0.085,3880512
Altamont Corridor Express,Active,"Stockton, CA",CR,PT,2021,228181,669056,Independent Public Agency or Authority of Transit Service,Stockton,CA,92.46,414847,4393972,28,51.5258673376916,3829286.0,36150511.0,76.1868564251061,8.07018364671716,1169,4.6,1.3,40460,722,7,17,0.014,312413
"Valley Metro Rail, Inc.",Active,"Phoenix--Mesa--Scottsdale, AZ",LR,PT,2021,7250503,2961315,Other Publicly-Owned or Privately Chartered Corporation,Phoenix,AZ,1110.48,3976313,500031,47,7.60537861620177,6903758.0,62514344.0,6.5811597153633,0.726788943577767,665,5.9,0.7,166824,1472,4,43,0.026,1596596
Sonoma-Marin Area Rail Transit District,Active,"Santa Rosa, CA",CR,DO,2021,225636,541797,Independent Public Agency or Authority of Transit Service,Petaluma,CA,79.39,297329,744893,2596,21.7499996094354,1800747.0,30585066.0,47.7817743817753,2.81323201567258,789,5.6,1.5,19672,644,10,16,0.025,49372
King County,Active,"Seattle--Tacoma, WA",SR,DO,2022,1117605,180369,"City, County or Local Government Unit or Department of Transportation",Seattle,WA,982.52,3544011,2347800,2134,1.10239429047816,617795.0,13964269.0,9.89099082954802,0.437588582656251,95,8.3,4.9,403896,4783,19,38,0.214,734731
Tri-County Metropolitan Transportation District of Oregon,Active,"Portland, OR--WA",LR,DO,2022,20544864,8107434,Independent Public Agency or Authority of Transit Service,Portland,OR,519.3,2104238,1512100,376,5.17189963054286,19592787.0,210004456.0,9.62637821026598,0.898112266032977,127,8.1,2.6,218492,3517,10,44,0.109,641885
Tri-County Metropolitan Transportation District of Oregon,Active,"Portland, OR--WA",YR,PT,2022,115248,101377,Independent Public Agency or Authority of Transit Service,Portland,OR,519.3,2104238,1512100,376,7.76569244259797,74198.0,10472327.0,89.1557793650659,0.631682005091052,127,8.1,2.6,218492,3517,10,44,0.109,641885
City of Seattle,Active,"Seattle--Tacoma, WA",MG,PT,2022,1633951,228303,"City, County or Local Government Unit or Department of Transportation",Seattle,WA,982.52,3544011,753655,83,0.899999859483264,6214624.0,6327832.0,2.96388766717393,2.91086227158419,95,8.3,4.9,403896,4783,19,38,0.214,734731
Central Puget Sound Regional Transit Authority,Active,"Seattle--Tacoma, WA",CR,PT,2022,1269923,1832559,Independent Public Agency or Authority of Transit Service,Seattle,WA,982.52,3544011,3349000,1089,24.736999153069,5005338.0,76112396.0,43.350336123972,2.85082451896653,95,8.3,4.9,403896,4783,19,38,0.214,734731
Central Puget Sound Regional Transit Authority,Active,"Seattle--Tacoma, WA",LR,DO,2022,23624135,7979291,Independent Public Agency or Authority of Transit Service,Seattle,WA,982.52,3544011,3349000,1089,6.89964679217103,32701665.0,238812404.0,8.88844042063662,1.21713443748976,95,8.3,4.9,403896,4783,19,38,0.214,734731
Central Puget Sound Regional Transit Authority,Active,"Seattle--Tacoma, WA",SR,DO,2022,267722,60824,Independent Public Agency or Authority of Transit Service,Seattle,WA,982.52,3544011,3349000,1089,1.64057368421053,130825.0,12836006.0,33.7789631578947,0.344276315789474,95,8.3,4.9,403896,4783,19,38,0.214,734731
Alaska Railroad Corporation,Active,"Anchorage, AK",AR,DO,2022,219757,1131787,State Government Unit or Department of Transportation,Anchorage,AK,91.69,249252,352701,266,123.89750436935,36125687.0,60628460.0,268.941064790582,160.249505398476,1459,3.9,0.4,51758,750,3,12,0.015,290674
City of Portland,Active,"Portland, OR--WA",SR,PT,2022,2459380,384533,"City, County or Local Government Unit or Department of Transportation",Portland,OR,519.3,2104238,99211,11,1.42829244214231,576373.0,23063275.0,8.86621754977313,0.221575140903249,127,8.1,2.6,218492,3517,10,44,0.109,641885
City of Portland,Active,"Portland, OR--WA",TR,PT,2022,687131,19105,"City, County or Local Government Unit or Department of Transportation",Portland,OR,519.3,2104238,99211,11,0.640000109946291,633753.0,3600335.0,3.2986956704983,0.580656599251266,127,8.1,2.6,218492,3517,10,44,0.109,641885
Massachusetts Bay Transportation Authority,Active,"Boston, MA--NH",CR,PT,2022,18984423,23707249,Independent Public Agency or Authority of Transit Service,Boston,MA,1655.89,4382009,3109308,3244,21.4119267618148,112639505.0,477756069.0,20.3345511067069,4.79423270509342,13,9.1,7.1,732061,5983,14,68,0.306,665942
Massachusetts Bay Transportation Authority,Active,"Boston, MA--NH",HR,DO,2022,81361484,19389763,Independent Public Agency or Authority of Transit Service,Boston,MA,1655.89,4382009,3109308,3244,3.27426719680125,128794748.0,377944589.0,4.49772143324364,1.53271912187322,13,9.1,7.1,732061,5983,14,68,0.306,665942
Massachusetts Bay Transportation Authority,Active,"Boston, MA--NH",LR,DO,2022,33388741,5282311,Independent Public Agency or Authority of Transit Service,Boston,MA,1655.89,4382009,3109308,3244,2.32944391603797,47726099.0,197051081.0,5.32054511351991,1.28864486067863,13,9.1,7.1,732061,5983,14,68,0.306,665942
Connecticut Department of Transportation,Active,"Hartford, CT",CR,PT,2022,188701,1344872,State Government Unit or Department of Transportation,Newington,CT,535.93,977158,448608,171,30.1349682189064,1261149.0,26905800.0,134.766863514102,6.3168943184721,629,6.0,1.1,0,2451,6,35,0.013,30458
Northern New England Passenger Rail Authority,Active,"Portland, ME",CR,PT,2022,477367,2594215,Independent Public Agency or Authority of Transit Service,Portland,ME,123.88,205356,1431087,3706,85.5557478019471,10425888.0,26372652.0,50.9837146900301,20.155367734053,395,6.8,2.2,66841,1506,9,23,0.026,68352
Niagara Frontier Transportation Authority,Active,"Buffalo, NY",LR,DO,2022,2368887,769836,Independent Public Agency or Authority of Transit Service,Buffalo,NY,340.5,948864,809275,336,2.63229320215109,3225831.0,29843884.0,12.0426570940541,1.30169305631832,286,7.3,2.2,132530,1661,8,39,0.092,276688
Port Authority Transit Corporation,Active,"Philadelphia, PA--NJ--DE--MD",HR,DO,2022,4870310,4868978,Independent Public Agency or Authority of Transit Service,Camden,NJ,1898.19,5696125,159726,16,8.62154375756491,12879663.0,59090442.0,10.8383393711976,2.36238135738868,168,7.9,2.6,375747,2469,1,54,0.122,71799
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Active,"New York--Jersey City--Newark, NY--NJ",CR,DO,2022,54517695,62976627,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,3248.12,19426449,6503894,527,17.333331680888,558352169.0,1606093033.0,24.2004341812688,8.41318942191887,1,9.6,8.7,1296548,13960,19,44,0.544,8621501
New Jersey Transit Corporation,Active,"New York--Jersey City--Newark, NY--NJ",CR,DO,2022,46719022,59234633,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,3248.12,19426449,10594013,5325,24.7227684879892,379678065.0,1315131399.0,24.4614111990785,7.062002533205,32,8.8,4.8,282108,5486,2,50,0.212,307355
New Jersey Transit Corporation,Active,"New York--Jersey City--Newark, NY--NJ",LR,DO,2022,3877875,514499,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,3248.12,19426449,10594013,5325,2.47013158235255,4137375.0,30398153.0,7.28412821419705,0.991414510289936,32,8.8,4.8,282108,5486,2,50,0.212,307355
New Jersey Transit Corporation,Active,"New York--Jersey City--Newark, NY--NJ",LR,PT,2022,11836097,2117054,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,3248.12,19426449,10594013,5325,4.05279649171965,7191546.0,112937393.0,8.43414812540122,0.53706361200171,32,8.8,4.8,282108,5486,2,50,0.212,307355
New Jersey Transit Corporation,Active,"New York--Jersey City--Newark, NY--NJ",YR,PT,2022,1782817,1098655,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,3248.12,19426449,10594013,5325,14.8569229946427,980435.0,37020457.0,21.0631688127848,0.557828551791315,32,8.8,4.8,282108,5486,2,50,0.212,307355
Port Authority Trans-Hudson Corporation,Active,"New York--Jersey City--Newark, NY--NJ",HR,DO,2022,46589043,12565499,Independent Public Agency or Authority of Transit Service,New York,NY,3248.12,19426449,3154040,226,4.87044789168203,134086782.0,552255525.0,10.0211749072654,2.43312567162522,1,9.6,8.7,1296548,13960,19,44,0.544,8621501
Staten Island Rapid Transit Operating Authority,Active,"New York--Jersey City--Newark, NY--NJ",HR,DO,2022,3757728,2444612,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,3248.12,19426449,490687,59,5.88013126711032,3392049.0,70411260.0,13.5547055701508,0.65299535151799,1,9.6,8.7,1296548,13960,19,44,0.544,8621501
MTA Long Island Rail Road,Active,"New York--Jersey City--Newark, NY--NJ",CR,DO,2022,81613697,62918402,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,3248.12,19426449,11170342,2967,24.2579914100085,568950760.0,2135218700.0,25.4690847358046,6.7864969133796,1,9.6,8.7,1296548,13960,19,44,0.544,8621501
Cambria County Transit Authority,Active,"Johnstown, PA",IP,DO,2022,0,0,Independent Public Agency or Authority of Transit Service,Johnstown,PA,34.7,61521,133472,688,0.170009409201208,0.0,624492.0,30.9261625315703,0.0,378,6.9,3.0,13224,1171,8,16,0.057,18422
Southeastern Pennsylvania Transportation Authority,Active,"Philadelphia, PA--NJ--DE--MD",CR,DO,2022,18093021,16159936,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,1898.19,5696125,3475337,844,13.6451616803868,74014513.0,316404808.0,16.5626148935428,3.87438447317185,16,9.1,4.6,367544,5229,12,54,0.23,1593208
Southeastern Pennsylvania Transportation Authority,Active,"Philadelphia, PA--NJ--DE--MD",HR,DO,2022,55932638,15379263,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,1898.19,5696125,3475337,844,4.17585473447432,51017856.0,240404145.0,4.14658442381391,0.879975871572353,16,9.1,4.6,367544,5229,12,54,0.23,1593208
Southeastern Pennsylvania Transportation Authority,Active,"Philadelphia, PA--NJ--DE--MD",SR,DO,2022,12681991,2284992,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,1898.19,5696125,3475337,844,2.67663037207986,13646744.0,83708237.0,5.80040578057152,0.945625611295335,16,9.1,4.6,367544,5229,12,54,0.23,1593208
Pittsburgh Regional Transit,Active,"Pittsburgh, PA",IP,DO,2022,189534,7736,Independent Public Agency or Authority of Transit Service,Pittsburgh,PA,906.64,1745039,1238090,775,0.116856902122191,189701.0,1372961.0,8.32243848918901,1.14990513484188,125,8.1,3.9,260426,4552,18,56,0.162,303843
Pittsburgh Regional Transit,Active,"Pittsburgh, PA",LR,DO,2022,2535290,1369504,Independent Public Agency or Authority of Transit Service,Pittsburgh,PA,906.64,1745039,1238090,775,3.86183270680748,2997510.0,78494302.0,24.1981513120049,0.924069629146431,125,8.1,3.9,260426,4552,18,56,0.162,303843
Washington Metropolitan Area Transit Authority,Active,"Washington--Arlington, DC--VA--MD",HR,DO,2022,98367576,53237986,Independent Public Agency or Authority of Transit Service,Washington,DC,1294.51,5174759,4645915,1108,4.64860634833801,231416666.0,1483819870.0,11.7044756343657,1.82543095920609,11,9.1,5.3,545507,7528,20,47,0.329,670587
Maryland Transit Administration,Active,"Baltimore, MD",CR,PT,2022,2816561,6259060,State Government Unit or Department of Transportation,Baltimore,MD,654.93,2212038,7811145,2560,27.7226052071806,21334830.0,158318593.0,46.8836941196747,6.31799225132868,96,8.3,3.5,255135,3787,12,53,0.148,584548
Maryland Transit Administration,Active,"Baltimore, MD",HR,DO,2022,1988959,4599415,State Government Unit or Department of Transportation,Baltimore,MD,654.93,2212038,7811145,2560,3.7869306614961,1254665.0,72377289.0,41.2149052300701,0.714463055814179,96,8.3,3.5,255135,3787,12,53,0.148,584548
Maryland Transit Administration,Active,"Baltimore, MD",LR,DO,2022,3251829,2950515,State Government Unit or Department of Transportation,Baltimore,MD,654.93,2212038,7811145,2560,4.48015089460818,2453871.0,39000686.0,11.3566060069565,0.714542460583807,96,8.3,3.5,255135,3787,12,53,0.148,584548
